,contents,label
1790,한국타이어는 장애인 표준사업장 한국동그라미파트너스가 2023년도 장애인 고용촉진 유공자 정부포상 시상식에서 장애인 노동자 부문 대통령 표창을 수상했다고 26일 밝혔다.,1
1791,원희룡 국토부장관은 전세사기 피해 지원을 위한 특별법안전세사기특별법이 이르면 27일 국회에 발의될 예정이지만 이번주 내 특별법 국회통과 처리는 불발되고 5월초로 연기될 것으로 예상된다.,1
1792,AIA생명대표이사 네이슨 촹은 25일 잉글랜드 프리미어리그의 토트넘 홋스퍼 FC토트넘 코치진이 전라남도 고흥군 초등학교 학생 및 체육교사들을 대상으로 AIA x 토트넘 어린이 건강축구 프로그램을 진행했다고 밝혔다.,1
1793,현금성 복지 비중이 높은 지자체에 대해 보통교부세 패널티를 부여한 지방교부세법 시행규칙 개정에 대해 전국 시장군수구청장협의회는 현금성 복지 비중이 높은 자치단체에 대해 보통교부세 패널티를 부여한 지방교부세법 시행규칙 개정에 나서기로 했다.,1
1794,윤석열 대통령이 미국에 국빈 방문중인 가운데 한덕수 국무총리는 한미관계와 관련된 각종 행사에 참석하며 방미 중인 윤 대통령을 뒷받침하는 동시에 한미동맹의 중요성을 국민들에게 알리는 행보를 이어갔다.,1
1795,서울회생법원이 지난 1년간 신청받은 사건을 분석한 결과 개인파산을 신청한 사람들의 월수입 중위값은 55만원인 것으로 조사되었으며 연령별 비중은 40대 이상 중장년층이 전체 93를 넘어서는 등 중장년층이 될수록 쪼들리는 살림살이에 어려움을 겪는 것으로 조사됐다.,1
1796,미국 조기 조기유학 부모동반이 가능한 투자비자에 대해 김미현 한마음이민법인 대표는 투자비자 프로그램인 E2 비자가 해결책이 될 수 있다고 설명했다.,1
1797,해외박람회 부스예약플랫폼 기업 마이페어는 한진과 업무협약을 맺고 패션기업 해외박람회 참가를 위한 프로그램을 강화해 나갈 계획이라고 25일 밝혔다.,1
1798,24일 인천지역 시민단체와 변호사단체 등은 인천시청에서 인천고등법원 유치 범시민 추진위원회 출범식을 개최하고 자문부홍보부시민공감부 등에 각계 인사 110명이 위원으로 참여해 다양한 유치 활동을 전개할 예정이다.,1
1799,민주노총은 24일 경기 고양시 킨텍스에서 임시대의원대회를 열고 윤석열 정권 1년차 전반을 관통해 올해 하반기로 이어지는 지속적인 투쟁에 필요한 기금으로 46억원 규모의 총파업 투쟁기금을 조성하기로 의결했다.,1
1800,기후변화주간을 맞아 삼성전자는 국내는 물론 글로벌 사업장에서 에너지 절약을 위한 소등 행사를 진행했다고 25일 밝혔으며 이번 행사에는 삼성전자의 국내 10개 사업장과 해외 44개 법인이 참여해 2122일 밤 8시에 10분간 소등했다.,1
1801,24일 경남소벤처기업진흥공단과 한국전기연구원은 경남 진주 중진공 본사에서 전동화 등 신기술 분야로의 중소기업 구조혁신을 위한 업무협약을 체결하고 전동화 등 신기술 분야로의 중소기업 구조혁신을 위한 업무협약을 체결했다.,1
1802,이창용 한국은행 총재가 24일 오후 서울 중구 한국은행에서 열린 본부 준공기념식에 참석하여 본부 준공기념식에 참석했다.,1
1803,24일 블룸버그는 미중 양국이 지난 1년간 서로에 대한 의존도를 낮춰왔다고 보도하였으며 특히 베트남과 캄보디아에 공장을 이전하는 등 베트남과 캄보디아에 대한 의존도가 높아지고 있다고 전하였다.,1
1804,24일 서울시는 고립은둔 청년 당사자와 부모들 의견을 반영해 고립은둔청년 지원 종합대책을 수립했다고 밝혔으며 이는 지난 1월 실시한 실태조사가 밑받침이 됐으며 그간 지자체별 개별 사업으로 진행되던 것에서 청년의 개별적 특성에 맞춰 추진방향을 정하고 그에 따른 세부과제를 수립했다는 점에 차이가 있다.,1
1805,화학물질과 화학제품 시험자료 생산에 있어 무분별한 실험동물의 희생을 막기 위한 2030 화학안전과 동물복지 실현을 위한 토론회가 5월 2일 14시 국회의원회관 제9간담회의실에서 열릴 예정이다.,1
1806,"이화여자 약학과 이혁진 교수가 제56회 과학의 날 및 제68회 정보통신의 날을 맞아 한국과학기술회관에서 열린 2023년 과학정보통신의 날 기념식에서 과학기술포장을 받았는데, 이 교수는 국내에서 최초로 이온화 지질 발굴 및 지질나노입자liquid nanoparticle LNP 상용화에 성공했으며 지질나노입자를 활용해 세포 표적 전달이 가능한 고효율 RNA 약물전달체 개발 기술로 코로나19를 비롯한 다양한 감염병과 난치병 치료의 길을 열어가고 있다.",1
1807,지난 21일 국회의원회관 대회의실에서 열린 구로차량기지 광명 이전 관련 갈등 현안 국회토론회에 토론자로 나선 김우철 국회정책연구위원은 국내 철도의 미래 수요 등을 고려했을 때 광명시는 구로차량기지 이전 대상지로 부적절하다고 주장했다.,1
1808,여성가족부장관 김현숙는 성범죄로 법원으로부터 취업제한 명령을 받은 성범죄자는 최대 10년간 법에서 정한 아동청소년 관련 기관을 운영하거나 취업 또는 사실상 노무를 제공할 수 없는 아동청소년의 성보호에 관한 법률청소년성보호법 개정안을 입법예고한다고 밝혔다.,1
1809,해양수산부가 노후 원양어선을 새 배로 대체 건조하는 원양어업자에게 선박건조 자금의 50를 이자 없이 융자지원하는 2023년도 원양어선 안전펀드 사업대상자 모집을 시작했다.,1
1810,부산시는 글로벌 커피 전시회인 월드오브커피WOC와 세계최고 바리스타 선발대회인 월드바리스타챔피언십WBC을 유치했다고 24일 밝혔다.,1
1811,노들섬이 노들섬 디자인 공모를 통해 제안된 디자인에 맞춰 사업예산을 확보하는 방식으로 노들섬을 혁신 디자인 공간으로 바꾸기 위한 청사진들이 제시됐다.,1
1812,더불어민주당 이재당은 윤석열 대통령의 미국 방문에 앞서 미국이 핵심안보 파트너인지 확인할 수 있는 자리가 될 것이라고 밝혔다.,1
1813,교육부가 회계감사 지적사항을 고치지 않았다는 이유로 대학의 입학정원을 감축한 것은 지나치게 가혹해 위법이라는 법원 판단이 나왔다.,1
1814,곡성군은 쌀 가공품 개발 및 상품화를 통해 쌀 가공업을 육성하고 이를 통해 쌀 소비를 촉진하기 위해 전남도가 주관하는 2023년 쌀 가공업 생산유통 플랫폼 구축 지원사업에 최종 선정되었다고 밝혔다.,1
1815,을지대학교총장 홍성희가 2023 성남지역 외식사업자 전문경영인 육성 사업 운영기관으로 선정되어 조리기술 및 매출 향상을 위한 메뉴 개발 외식업 종사자 및 조리사 위생교육 및 친절교육 외식산업 환경변화에 대한 대응 전략 외식산업의 발전적 방향 모색 등을 중점 추진할 계획이다.,1
1816,숭실대학교총장 장범식는 5월 20일과 27일에 숭실대 한경직기념관 대예배실과 미래관에서 2023년 전공탐색 프로그램을 진행한다고 밝혔다.,1
1817,K해양과학의 메카 한국해양과학기술원 KIOST한국해양과학기술원 지구시스템모형으로 기후변화 대응 20230428 인터뷰강도형 한국해양과학기술원장 지주회사 만들어 연구성과 사업화 인천제주 세월호 뱃길 점검하는 한국해양교통안전공단 신뢰 너머 가장 안전한 뱃길 만드는 게 우리 임무 20230421 비욘드 트러스트호는 안전하다 승객이 안전하게 내려야 항해 끝 정동훈 만전식품 대표 김으로 반찬스낵 넘어선 새로운 부가가치 만들 상상 20230414 바다 반도체 김 수산식품 수출 이끌어 수산식품 수출 이끌어 수산식품 수출 이끌어 이끌어 수산식품 수출 이끌어 수산식품 수출 이끌어 수산식품 수출 이끌어 수산식품 수출 이끌어 수산식품 수출 이끌어 수산식품 수출 이끌어,1
1818,국립환경과학원 대기질통합예보센터는 20일 몽골 동부와 중국 북동부 일원에서 발원한 황사가 21일 전국 대부분 지역에서 미세먼지 농도가 높을 것이라며 22일에도 이러한 경향은 계속될 가능성이 있다고 예보했다.,1
1819,다음달 5일부터 17일까지 더 현대에서 스코틀랜드 싱글몰트 위스키 더글렌그란트 팝업스토어를 연다고 21일 밝혔으며 팝업스토어에서는 평소 맛보기 어려운 18년 숙성 및 21년 숙성 싱글몰트 위스키 하이볼을 경험할 수 있는 기회로 싱글몰트 위스키 애호가 관심을 모으고 있다.,1
1820,한국철도공사코레일이 19일 폴란드 바르샤바에서 열린 제37차 국제철도협력기구OSJD 사장단회의에 참석해 해외철도 활동 성과와 협력 방안 등을 논의했다.,1
1821,KB자산운용은 장애인의 날을 맞이해 시각장애아동을 위한 점자동화책 기부 봉사활동 책으로 세상을 만지다를 진행했다.,1
1822,신안군은 지난 2015년부터 지붕과 다리 등을 보라색으로 채색하는 퍼플섬 조성에 나서면서 주민참여로 관광을 활성화하고 지방소멸위기를 극복하려는 시도에 전국 자치단체들이 잇따라 견학하고 있다.,1
1823,윤석열 대통령의 방미를 앞두고 민주당 외교통일위원회 위원들과 무소속 김홍걸 의원이 미국 정보기관이 동맹국을 불법 도감청한 것과 관련 미국 당국의 진상규명과 재발방지대책 마련을 요청하는 서한을 주한미국대사관을 통해 보냈다.,1
1824,강변테크노마트점에서는 5월 가정의 달을 맞아 이지클린 패브릭 원단의 돌침대와 원목 돌침대 모두 포함되어 있는 돌침대 돌소파 인기상품 할인 행사 중이다.,1
1825,현대해상화재보험이 배터리업체인 A사와 삼성화재해상보험 전기자전거업체 C사 등을 상대로 제기한 구상금 청구소송에서 원고 일부승소 판결했다.,1
1826,곡성군미래교육재단이 한국로봇산업진흥원에서 주관하며 로봇창의교육이 미비한 농어촌 지역에 로봇 교육을 활성화해 양질의 교육을 제공하는 사업인 2023년 로봇창의교육사업 공모에 최종 선정돼 국비 3000만원을 확보했다.,1
1827,대치동에서에서 10여 년 동안 과학을 가르쳐 온 필자는 과학을 가르치고 과학학원을 운영하면서 보내는 3월 4월이 1년 중 가장 바쁜 달이 아닐까라는 생각을 해본다.,1
1828,"문화체육관광부와 한국관광공사는 한국관광산업포털 투어라즈touraz.kr를 19일 시작하여 각종 정책사업을 한곳에 모아 참여기회를 확대하는 B2B 기반의 국내 최초 관광산업 통합플랫폼으로 워크스페이스Work Space, 민관산학 등 주요 주체가 독자적으로 공간을 구성하며 타 업체와 협업을 꾀할 수 있는 워크스페이스Work Space, 여러 관광정책지원 사업을 공모공고로 모아 서비스한다.",1
1829,19일 산림진흥청장 남성현은 농작업 사고 발생 위험을 줄이고 농촌을 안전한 일터로 만들기 위해 공공기관 농업인 국민 등이 참여해 농작업 안전 수칙 지키기 실천을 다짐하는 홍보 활동인 농업인 안전365 실천 운동을 시작한다고 밝혔다.,1
1830,LS일렉트릭과 마이크로소프트MS는 19일 하노버 산업박람회 MS전시관에서 스마트공장 에너지 기반 신사업 공동개발과 기술검증을 위한 양해각서MOU를 체결했다.,1
1831,한국국토정보공사LX 사장 김정렬가 환경사회지배구조ESG 경영 선포 이래 지속가능한 상생 협력 생태계 조성결과 2022년 공공기관 동반성장 평가에서최우수 기관으로 선정됐다고 20일 밝혔다.,1
1832,봄철 기저효과에 봄철 통행량 증가와 올해 초 보험료 인하 영향 등이 맞물려 3월 자동차보험 손해율이 전년에 비해 증가한 것으로 집계됐다.,1
1833,대구시는 2024대구국제마라톤대회를 보스턴 뉴욕 베를린 도쿄 등 세계 유수의 마라톤 대회를 능가하는 시상금과 참가 규모로 준비하여 대구의 품격을 높이는 동시에 대구를 명실공히 세계적 마라톤 도시 반열에 올려놓겠다고 밝혔다.,1
1834,"서울시가 20일 반도체 및 디지털 분야 마이스터고를 전국 34곳 지정해 2025년부터 운영할 예정인 가운데, 20일 오세훈 시장과 김현기 서울시의회 의장 조희연 서울시교육감이 업무협약을 체결했다.",1
1835,다음주로 다가온 미국 국빈방문 기간 경제일정을 공개한 최상목 경제수석은 이번 방미의 경제적 의미를 첨단기술동맹 강화라고 밝히고 3대 화두로 공급망 과학기술 기업 투자 유치로 꼽았으며 양국의 경제인 간 행사를 통해 반도체 배터리 전기차 바이오 등 첨단산업 공급망 협력을 강화하겠다고 밝혔다.,1
1836,경기도와 경기도경제과학진흥원경과원은 중소벤처기업부중기부와 함께 유망10만달러 이상 성장100만달러 이상 성장100만달러 이상 강소500만달러 이상 강소1000만달러 이상 단계로 구분해 기업을 모집선정하였으며 선정된 기업들은 중국의 코로나19 봉쇄 및 경기 둔화 러우 전쟁 등 어려운 대외여건에도 불구하고 글로벌 시장에서 선전하고 있는 대표 기업들로 성장잠재력이 높다.,1
1837,서울중앙지방검찰청 공정거래조사부이정섭 부장검사는 2014년 1월부터 지난해 12월 사이 24개 건설사가 발주한 전국 아파트 신축현장 약 780건의 주방일반가구공사 입찰약2조3000억원 규모에서 낙찰예정자 및 투찰가격 등을 합의하고 투찰해 부당한 공동행위를 하고 건설공사의 공정가격 방해를 목적으로 입찰해 독점규제 및 공정거래에 관한 법률건설산업기본법을 위반한 한샘 등 주요 가구사 8개 법인과 최양하 전 한샘 회장 등 최고 책임자 등 12명을 건설산업기본법위반 및 공정거래법위반 혐의로 각각 불구속 기소했다.,1
1838,서울경찰청 마약범죄수사대는 20일 노래방 접대부를 공급하는 가리봉보도협회라는 범죄단체를 결성하고 노래방 업주들을 괴롭혀 온 일당 7명을 검거해 이 가운데 주요 가담자 4명을 구속했다고 밝혔다.,1
1839,4월 4일 관계부처장관회의를 개최하고 신형 태양전지를 일본기업이 양산할 수 있도록 지원하고 공공시설이나 전철역 학교 등 좁은 장소에도 대량 보급하겠다는 방침을 결정했다.,1
1840,한국남동발전은 그린디지털 혁신으로 중소기업과 동반성장하는 Clean Smart Energy Leader 비전 달성을 위해 탄소중립 에너지믹스 대응 협력기업 역량제고 미래성장 녹색기술 공동개발로 혁신성장 주도 중소기업 판로확대 및 상생협력 사회적 가치실현 등 3가지 추진전략을 실행하고 있다.,1
1841,정화예술대학교총장 한기정가 2023 지방기능경기대회 헤어디자인 부문에 출전해 금은동메달을 수상한 학생들을 격려하고 전국기능경기대회에 출전할 예정이다.,1
1842,산업부는 19일 정부서울청사에서 이창양 장관 주재로 17개 광역자치단체가 참석하는 중앙지방 에너지 효율혁신 협의회를 개최하고 전력수요가 증가하는 여름철을 앞두고 에너지절약 캠페인 전국 지역단위 확산 산업단지 대형건물 농어촌 등 지역특화 시책 확대 취약계층 효율혁신을 위한 지역사회 노력 강화를 지자체와 협력하겠다고 밝혔다.,1
1843,최근 대낮에 만취상태인 운전자가 어린이 보호구역에서 여아를 사망케 해 공분을 사고 있는 가운데 보건복지부 지정 알코올질환전문 다사랑전문병원 최 강 원장은 대낮에도 거리낌 없이 상습적 음주운전 행태를 보인다면 이미 스스로 술을 조절할 수 없는 상태인 것을 반증한다며 강력한 규제와 형사처벌 외에도 음주운전자의 알코올 문제에 대한 정확한 진단과 더불어 음주 교육 상습 음주운전자 알코올전문병원 치료 명령 음주운전 시동잠금장치 설치 의무화 등을 도입해야 한다고 주장했다.,1
1844,한국도로공사는 모빌리티의 환경변화와 미래 고속도로가 나아갈 방향 등의 내용을 작성해 제출하면 되는 고속도로 비전캔버스 공모전을 5월 15일28일이며 한국도로공사 홈페이지를 통해 개인 또는 팀3인 이내 단위로 응모할 수 있다.,1
1845,도급순위 70위권의 중견건설사 대우산업개발이 1년여간 지속된 분식회계 의혹 수사로 정상적인 업무수행이 어렵다고 호소했다.,1
1846,과학기술정보통신부는 19일부터 3일간 서울 코엑스에서 디지털이 우리들의 삶 속에 깊숙이 자리잡는 디지털 일상화 시대가 도래하고 있다며 디지털 혁신 제품서비스를 선보이는 전시회 우수기업 시상식과 기술사업화 페스티벌 ITRC 인재양성대전 등의 행사로 구성된 2023 월드IT쇼를 개최한다고 밝혔다.,1
1847,중국의 1분기 경제가 빠르게 회복하고 있지만 우리나라에 주는 경제적 반사효과는 여전히 미미하며 중국과의 무역구조와 산업연관 관계가 예전같지 않아 강한 반등을 주기는 어렵다는 분석이다.,1
1848,동대문구청 민선 8기 구는 청량리 일대 복합개발을 통해 서울의 새로운 미래 중심도시로 도약하기 위해 재건축재개발 사업은 물론 주거환경 개선을 위한 골목길 재생사업 서울시 모아타운 등 가능한 모든 방법을 활용할 계획이다.,1
1849,윤석열 대통령은 19일 국립4.19민주묘지에서 열린 제63회 4.19혁명기념식에서 우리가 피와 땀으로 지켜온 자유민주주의가 위기에 처해 있다며 거짓 선동과 날조로 민주주의를 위협하는 세력들은 전체주의를 지지하면서도 겉으로는 민주주의 운동가 인권 운동가 행세를 하는 경우가 대부분이라며 거짓과 위장에 절대 속아서는 안 된다고 목소리를 높였다.,1
1850,대법원 3부주심 이흥구 대법관에게 모 대학 산학협력처 일반직 4급 사무직원 A씨가 학교법인을 상대로 제기한 파면무효확인 소송 상고심에서 원고 승소를 선고한 원심 판결을 파기하고 사건을 부산고등법원으로 돌려보냈다고 19일 밝혔다.,1
1851,지난달 교체된 김성한 전 국가안보실장과 이문희 전 외교비서관이 우크라이나에 포탄을 제공하라는 미국의 압력과 전쟁 중인 국가에 무기를 지원하지 않는다는 공식정책 사이에서 고심하는 대화내용이 기밀문건에 고스란히 담겨있다.,1
1852,공주대 예산캠퍼스 안에 있는 충남야생동물구조센터에 라쿤 미어캣 등 버려지거나 방치된 후 구조된 야생동물 가운데 생태계에 적응하기 어려운 개체들을 보호하는 유기 야생동물 보호소가 문을 열었다.,1
1853,상업용부동산 전문업체 부동산플래닛이 관심 부동산들을 선택해 나만의 임장지도를 만들 수 있는 개인 맞춤형 서비스를 출시한다고 18일 밝혔다.,1
1854,18일 건설업계에 따르면 대형 5개사의 올해 주택공급 목표량은 8만8000세대로 이중 1분기에 12 가량을 공급해 올해 목표의 7080는 달성할 것으로 예측하고 있다.,1
1855,LG유플러스가 뉴스 콘텐츠 무료 구독서비스 U뉴스를 공식 출시하며 전국민을 대상으로 전국민을 대상으로 뉴스 콘텐츠 구독 서비스 U뉴스를 소개하고 뉴스 콘텐츠 구독 서비스 U뉴스를 소개하고 뉴스 콘텐츠 구독 서비스 U뉴스를 소개한다.,1
1856,손해보험 사회공헌협의회의장 정지원와 대한적십자사회장 신희영는 17일 서울 종로구 손해보험협회 대회의실에서 재난위기 대응을 적극적으로 지원하고 참여하는 등 사회안전망으로서 역할을 충실히 수행하기 위해 긴급 재난구호기금 지원사업의 협약식을 개최했다.,1
1857,서울시가 찾동찾아가는 동주민센터을 없애고 동행센터로 바꾸고 관련 조례도 전부 개정한다.,1
1858,정치권이 못난이 경쟁을 벌이면서 내년 총선을 앞두고 지지하는 정당이 없다고 응답하는 무당층이 늘어나고 제3세력이 출현할 공간이 넓어지고 있다는 분석이다.,1
1859,전세사기기가 정책 실패에서 기인하는 만큼 정부가 피해자 지원에 적극 나서야 한다는 요구와 함께 60여개 종교노동주거복지 관련 시민사회단체들은 세입자들과 함께 전세사기깡통전세 해결을 위한 시민사회대책위원회를 구성하고 18일 오전 서울 용산 대통령 집무실 앞에서 출범 기자회견을 가졌다.,1
1860,코로나19 유행기에 복부비만과 비알코올성 지방간질환을 앓은 소아청소년이 17.1p 증가했다는 연구결과가 나왔다.,1
1861,사람마다 다른 유전자 정보를 활용해 환자에게 가장 최적화된 처방을 제공해주는 유전자 정보를 기반으로 한 환자별 맞춤의료는 지금껏 진행된 수많은 연구들 덕분에 가능해졌다.,1
1862,건국대학교가 지난 13일 서울캠퍼스 경영대학 앞에 419 민주혁명 기념탑을 세우고 준공식을 개최했으며 준공식에는 건국대 전영재 총장 건국대 419회 정복환 회장 총동문회 정건수 회장 서울지방보훈청 나치만 청장 419혁명공로회 박훈 회장 등 내외빈과 졸업 동문 80여명이 자리했다.,1
1863,KAIST총장 이광형는 신소재공학과 이건재 교수 연구팀과 한국표준과학연구원 가톨릭의대 협력 연구팀이 혈압 측정을 위한 고민감 웨어러블 유연 압전 센서를 개발했다고 17일 밝혔다.,1
1864,민주당 이재명 대표는 전당대회 돈봉투 의혹과 관련해 정확한 사실규명과 사태 수습을 위해 노력하겠다면서 송영길 전 대표의 조기귀국을 요청했다.,1
1865,한국장기조직기증원원장 문인성은 지난 3월 24일 곽문섭27세님이 영남대학교병원에서 폐장 간장 신장좌 우을 기증해 4명의 생명을 살리고 하늘의 별이 되었다고 밝혔다.,1
1866,17일 티머니는 티머니GO 온다택시를 통해 6월 30일까지 택시비를 할인받을 수 있는 쿠폰부터 G마켓 100원딜 토스 브랜드 캐시백 등 제휴 마케팅까지 택시비를 절약할 수 있는 다양한 행사를 진행한다고 밝혔다.,1
1867,롯데온은 전국 1만5000개 롯데 오프라인 매장과 온라인몰 이용 횟수에 따라 스탬프를 지급하는 엘스탬프 확대에 나섰다.,1
1868,국토교통부는 12일 열린 과학기술정보통신부의 국가연구개발사업평가 총괄위원회에서 한국형 도심항공교통KUAM 안전운영체계 핵심기술 개발사업이 예비타당성 조사대상으로 선정되어 예타 기간이 기존 7개월에서 4.5개월로 단축된다.,1
1869,KB증권은 임직원 스태프와 열린의사회 자원봉사 의료진 및 관계자 36명은 16일 오전 8시부터 오후 2시까지 충청북도 옥천군 이원면 대성초등학교폐교에서 내과 외과 치과 한의과 등 종합 의료서비스를 제공하는 행복뚝딱 농어촌 의료봉사를 진행했다.,1
1870,우리나라 수출 둔화 주요 요인으로 반도체 사업과 업황 부진이라는 국내외 평가가 줄을 잇고 있으며 이에 따라 당초 정부가 전망했던 경기 상저하고의 운명도 상당부분 반도체 업황 추이에 달려 있다는 지적이 나오고 있다.,1
1871,서울 송파구는 인파 밀집 지역에서 빅데이터 기술을 활용해 안전사고를 사전에 예방하는 체계인 다중인파 융복합 분석플랫폼을 구축한다고 17일 밝혔다.,1
1872,4월16일 별세 서울 동대문구 서울삼육병원추모관 6호 발인 4월18일. 022215444444444444444444,1
1873,하천유지용수가 제대로 공급되지 않는 섬진강은 최상류와 최하류만 1급수를 유지하고 중류에서는 23급수를 오락가락하는 등 수질도 엉망이다.,1
1874,16일 세월호 안산 화랑유원지에서 열린 세월호 참사 9주기 기억식에 이주호 부총리 겸 교육부 장관이 참석하지 않아 세월호 지우기를 하는 것 아니냐는 우려가 나오고 있다.,1
1875,수학 과학 과학 공부법수학은 기초가 중요하므로 처음부터 차근차근 공부하여 문제 해결 능력을 향상시킬 수 있는 것이 좋으며 수학은 실험과 관찰을 통해 이해가 높아지므로 가능한 한 많은 실험과 도전을 통해 지식을 체화해야 한다.,1
1876,서울동부지방검찰청 형사6부서현욱 부장검사는 새마을금고 전 직원 2명을 특정경제범죄가중처벌법상 배임과 범죄수익은닉 혐의로 구속기소하고 현 직원 1명을 불구속 기소했다고 밝혔다.,1
1877,한화진 환경장관이 13일 금강 백제보와 보령댐 도수로 현장방문에서 보 활용을 거듭 강조했다.,1
1878,13일 한국 딜로이트그룹 글로벌 유통업 강자 2023 보고서에 따르면 쿠팡이 글로벌 Top 250 유통기업 2021 회계연도2021년 7월 1일 2022년 6월 30일 사이에 종료된 회계연도 기준 매출액 변화를 따진 결과 쿠팡이 세계 유통강자 순위에서 롯데쇼핑을 앞지른 것으로 나타났다.,1
1879,금호석유화학그룹은 경기 둔화 등 위기 속에서 통찰기민성유연성을 발휘하는 전략적 민첩성을 갖추고 이를 기회로 삼아 한차원 도약한다는 방침이다.,1
1880,전력거래소이사장 정동희는 전력거래소 전 임직원을 대상으로 반부패청렴 정책 및 내부통제 방안에 대한 전사적인 공감대를 형성하고 실행력을 강화하기 위해 2023년 반부패내부통제 실천 결의대회를 개최했다고 13일 밝혔다.,1
1881,SK증권은 핑거와 토큰증권 사업협력을 위한 업무협약MOU을 맺고 디지털 자산분야 공동사업 협력체계 구축 디지털 자산 사업추진을 위한 제반 인프라 및 기술요소 협력 등을 추진할 예정이다.,1
1882,미 연방수사국F 는 테세이라가 군인인 데다가 총기 애호가로 알려지면서 적군의 주요 인사를 상대로 한 군사작전을 방불케 하는 기밀문건을 온라인에 유출한 혐의를 받는 공군 매사추세츠주 방위군 소속 일병 잭 테세이라21가 13일 현지시간 매사추세츠 노스다이튼 자택에서 연방수사국F 요원들에게 체포되었다.,1
1883,국회 행정안전위원회 소속 이만희 국회의원은 전국 228개 기초지자체제주시서귀포시 포함 가운데 실적 공개에 응한 140개 지자체 정보를 분석한 결과 상위 30위 지자체 중 상위 30위 지자체의 평균 모금액은 1억4100만원 평균 기부건수는 296.3건 그리고 1인당 평균 기부금액은 19만6000원으로 나타났다고 13일 밝혔다.,1
1884,지난 13일 조선중앙통신은 신형 대륙간탄도미사일 ICBM 화성 18형을 성공적으로 시험 발사했다고 14일 밝혔으며 시험발사에 대해 김정은 위원장은 핵반격 태세의 효용성을 급진전시키고 공세적인 군사전략의 실용성을 변혁시키게 될 것이라고 밝혔다.,1
1885,"국가 재정 과다 지출과 자유시장 원리 훼손 등을 이유로 양곡관리법 개정안이 국가 재정이 과다 지출되는 법안일까, 논에 다른 작물을 심도록 지원 쌀 생산량을 조절한 쌀 생산조정제를 시행했던 시기에는 시장격리가 필요 없었고 쌀값도 폭락하지 않았다.",1
1886,LG화학이 북미 친환경 연료전문업체 지보Gevo와 2026년까지 바이오 프로필렌을 상업화하기 위한 공동연구개발을 체결하였으며 지보에서 바이오 에탄올로 프로필렌을 만드는 기술을 제공하면 LG화학은 공동 연구개발과 공장구축을 통해 상업화에 나선다.,1
1887,"현대백화점이 세계 최대 엔터테인먼트 기업 월트디즈니사 디즈니 스토어 운영권을 획득했다고 13일 밝혔는데, 현대백화점은 디즈니 대표 캐릭터 미키 마우스를 비롯 백설공주 신데렐라 등으로 구성한 디즈니 프린세스 캐릭터 디즈니픽사 애니메이션 토이 스토리 속 캐릭터 등을 활용한 상품을 판매한다.",1
1888,현대자동차는 친환경성과 실용성을 두루 갖춘 스포츠유틸리티차량SUV 디 올 뉴 코나 일렉트릭을 13일 출시했다.,1
1889,NH농협손해보험대표 최문섭은 대표 홈페이지 및 모바일 웹 앱 서비스 운영에 대한 정보보호관리체계ISMS 인증을 취득했으며 매년 사후심사와 갱신심사를 거쳐 인증 자격을 지속적으로 유지할 계획이다.,1
1890,추경호 부총리 겸 기획재정부 장관은 G20 재무장관회의 참석차 미국을 방문 중인 추경호 부총리 겸 기획재정부장관이 G20 재무장관회의 동행 기자단과 오찬 간담회를 열고 물가 상승률이 전반적으로 하향세로 가겠지만 한국은행의 물가 목표치 2 수준까지 가기에는 시간이 좀 걸린다며 한국은행의 물가 목표치 2 수준까지 가기에는 시간이 좀 걸린다며 물가를 보면서 지출이나 경기 문제를 살펴야 한다고 밝혔다.,1
1891,1차 공공기관 지방이전이 추진됐던 한국공항공사와 한국마사회가 2차 이전 대상에 포함될지 관심이 쏠리고 있다.,1
1892,차기 유력 대선주자로 꼽히는 홍준표 대구시장은 홍카콜라라는 별명답게 주변 눈치를 보지 않고 여권 핵심부를 겨냥한 직언을 쏟아내는 등 친윤 중진까지 가세하는 분위기다.,1
1893,국회에 출입하는 정치부 기자의 96.2가 선거제 개편이 필요하다고 보는 것으로 나타났으며 지역구는 중대선거구제를 도입하고 농산어촌과 소도시는 소선거구제를 유지하는 도농복합선거구제 도입에 찬성하는 비율이 77.3로 높게 나왔다.,1
1894,암기 위주 학습 시스템인 교수와 수업이 없는 3무의 자기주도형 교육을 표방하는 에꼴42의 파리캠퍼스를 방문한 기자는 암기 위주 학습 시스템인 교수와 수업이 없는 3무의 자기주도형 교육을 표방하는 에꼴42를 방문해 관계자와 학생들을 인터뷰했다.,1
1895,공공 클라우드서비스 이용지원시스템에 공공 클라우드 플랫폼 NiCloud가 등록됨에 따라 서비스를 사용하고자 하는 기관은 디지털서비스 이용지원시스템을 통해 빠르게 계약할 수 있게 되었다.,1
1896,우리 문화의 근원이 되는 전통문화가 오늘전통이라는 이름으로 브랜딩된다.,1
1897,첫번째 소상공인시장진흥공단 이사장인 박성효왼쪽 첫번째 소상공인시장진흥공단 이사장이 11일 대전 중구에 위치한 으능정이상점가에서 충전식 카드형 온누리상품권을 홍보했다.,1
1898,한국건설기술연구원KICT은 대용량의 수소 공급을 위한 핵심시설인 수소도시 기반시설의 지하화가 가능한 설계기술을 개발했다고 12일 밝혔다.,1
