,content,fact
4106,혜화동 대학로 상권이 무너지는 이유는 꾸준히 오르는 임대료 때문이다,전혀 사실 아님
4107,검찰총장의 벌금수배 해제는 월권행위라는 온라인상 주장.,전혀 사실 아님
4108,동부구치소 재소자들이 방충망을 파손하고 외부에 피켓 호소를 한 행위에 대해 법적인 처벌이 가능한지 여부.,절반의 사실
4109,코로나19 백신 접종이 안면마비알레르기 등 부작용을 유발하며 심지어 접종후 사망하는 사건도 일어났다는 김태년 의원의 발언.,대체로 사실 아님
4110,없음,전혀 사실 아님
4111,우리나라 형사소송법에도 70이 넘으면 불구속이 원칙이고 형을 받아도 형집행정지가 원칙이라는 이재오 국민의힘 상임고문의 발언.,대체로 사실 아님
4112,문재인 대통령은 작년 농업인의 날 기념식에 참석해 농업 일자리가 3년간 11만6000명이 늘었났고 올해 우리 농업이 일자리를 든든히 지켰다고 평가했다. 농업은 그간 경제 위기에서 고용 절벽을 지지했으며 미래 대안이 될 수 있을까.,절반의 사실
4113,공백,공백
4114,해당 시설은 일반적인 헬스장이 아닌 장애인 재활을 목적으로 하는 특수 체육시설이다며 집합금지 대상에도 해당하지 않는다라는 손영래 중앙사고수습본부 전략기획반장의 발언.,대체로 사실 아님
4115,공직선거와 관련해 거주 지역과 출마 대상지의 상관 관계를 살펴보는 내용. 오는 4월7일로 예정된 서울시장 보궐선거와 관련해 다른 지역예를 들어 경기도 사람이 출마할 수 있는지에 대한 의문을 풀어주고자 한다..,절반의 사실
4116,공백,공백
4117,공백,공백
4118,시민들께 약속드린 공약 189개 중 단 한 건도 보류되거나 폐기된 공약이 없다,사실
4119,양천구 16개월 영아 학대 사망사건인 정인이 사건 관련 진정서 제출 정보에 잘못된 부분이 없는지 확인해보고자 함..,전혀 사실 아님
4120,공백,공백
4121,12월이 되면 거리 곳곳에서 자선냄비에 돈을 넣어주는 사람들을 쉽게 볼 수 있었습니다. 하지만 코로나19로 인한 각종 경제위축 속에서 올겨울 거리의 사람은 보이지 않았고 자연스레 매년 이어져 온 연말 기부문화도 타격이 컸다는 예상이 많습니다. 정말 기부가 크게 줄어든 건지 사실을 확인해 봤습니다..,절반의 사실
4122,공백,공백
4123,포켓몬빵 구매 후 되파는 건 불법이다,절반의 사실
4124,없음,절반의 사실
4125,질문의 핵심은 플랫폼 노동취업 공식이 성립하는지 여부다. 플랫폼 노동자는 개인 사업자 신분으로 근로기준법상 근로자가 아니어서 고용보험 사각지대에 놓여있다. 이 때문에 플랫폼 노동을 취업으로 간주해야 할지 의견이 분분하다..,대체로 사실 아님
4126,김창룡 경찰청장의 현행법 체계에서 경찰이 검찰에 송치한 사건에 대해 특별한 변동 사항이 발생하지 않는 한 재수사는 어려운 것으로 안다는 발언.,대체로 사실
4127,조류인플루엔자AI 발생 농장이41곳으로 늘었지만 정부는 계란 닭고기 오리고기 공급에 문제가 없다.,절반의 사실
4128,구충제 이버멕틴의 코로나19 예방 및 치료 효과.,대체로 사실 아님
4129,STOP WORLD CONTROLSWC 영상 속 주장.mRNA 방식의 코로나19 백신이 유전자변형 초래한다.mRNA 백신의 개발에서 승인까지 졸속으로 이뤄졌다.인체와 친숙한 하이드로겔에 바이오센서를 장착해 백신과 함께 몰래 주입한다.백신에 포함된 루시퍼레이스luciferase라는 물질을 통해 정부가 감시사회를 만든다.,전혀 사실 아님
4130,.지난 5일 밤 TV조선 예능 프로그램 아내의 맛에 나경원 전 국민의힘 의원이 나왔다. 정치인 나경원이 아닌 다운증후군 딸을 둔 엄마 탬버린 들고 춤 추는 보통 아줌마의 모습이 담겼다. 시청률은 11.2닐슨코리아 역대 최고를 기록했다..,전혀 사실 아님
4131,스웨덴서는 약속 없이 온 손님에게는 밥을 주지 않는다 ,판단 유보
4132,우리나라가 코백스 퍼실리티를 통해 백신을 도입하는 것이 개발도상국 백신 지원을 저해한다는 온라인상 주장.,전혀 사실 아님
4133,국제적 관점에서 우리나라의 여성 고위직 진출률은 낮다,대체로 사실 아님
4134,공매도가 기관 투자자에게만 허용돼 개인 투자자들만 피해를 본다는 온라인상 주장.,대체로 사실 아님
4135,경북 경주 월성 원자력발전소 부지 지하수에서 방사성 물질인 삼중수소가 검출돼 논란이 일어난 가운데 월성원전 1호기가 이명박 정부때 보수공사된 뒤 연장됐다는 주장이 온라인상에서 제기됐다.지난 10일 소셜네트워크서비스SNS 및 온라인 커뮤니티에 따르면 월성원전 1호기가 이명박 정권 당시 2009년부터 2년간 7천억원을 들여 개보수공사를 한 뒤 2015년 원자력안전위원회로부터 10년 간의 수명 연장 허가를 받았다는 내용의 글이 확산되고 있다. 그러면서 삼중수소 검출 피해에 대한 우려 또한 뒤따르고 있다. 이러한 내용은 과연 사실일까..,사실
4136,최근 한 중국인 유튜버가 김장하는 모습을 담은 동영상을 올린 뒤 김치는 중국음식이라고 소개해 논란이 이어지고 있다..,사실
4137,월성원전에서 나온 삼중수소는 위험하다.,전혀 사실 아님
4138,지난 1일 서울 종로구 부암동에 있는 중식당 하림각 입구에 영업 중단 안내문이 붙었다. 월 2억 원의 고액 임대료와 코로나19로 인한 심각한 경영 악화로 영업을 종료한다.는 내용이었다..,절반의 사실
4139,1 백신 선택권이 없는 건 중국산 백신을 맞게 하기 위해서다라는 주장.2 한국만 백신 선택권이 없다라는 주장.,전혀 사실 아님
4140,정은경 질병관리청 중앙방역대책본부장 발언.11월 집단면역 수준 형성 가능하다.,판단 유보
4141,오스트리아 의회에서 코로나19 신속진단키트에 콜라를 떨어트리자 코로나19 양성 반응이 나왔다 신속진단키트는 물론 코로나19 검사 자체가 부정확하다는 증거라는 주장 사실인지 검증해봤습니다..,전혀 사실 아님
4142,동물n번방 참여자들 처벌은 불가능하다.,절반의 사실
4143,지난 7일 열린 국회 행정안전위원회 긴급 현안 질의에서 김형동 국민의힘 의원은 경찰이 사건을 재수사할 의지가 있느냐고 물었다. 재수사를 통해 살인죄를 적용해야 하는 것 아니냐는 취지였다. 이에 대해 김창룡 경찰청장은 현행법 체계에서 경찰이 검찰에 송치한 사건에 대해 특별한 사정이 없는 한 재수사는 어렵다고 밝혔다. 재수사 가능성에 대해 사실상 선을 그은 것이다..정인이 사건 경찰 재수사 정말 불가능할까.,절반의 사실
4144,없음,전혀 사실 아님
4145,호주나 뉴질랜드 대만 등이 백신을 물리적으로 확보하고 있다.,전혀 사실 아님
4146,최근 호주나 뉴질랜드 대만 등의 코로나19 방역 상황이 한국보다 낫다는 온라인상 주장.,사실
4147,호주 뉴질랜드 대만 등이 전체 인구수 이상의 코로나19 백신을 확보했다는 온라인상 주장.,대체로 사실
4148,공백,공백
4149, 정인이를 구내염으로 진단한 소아과 의사에 대해 허위 진단서로 구조될 기회를 잃도록 했다며 의사 면허 박탈을 촉구하는 청와대 청원글이 게재. 이 주장대로 허위 진단서를 발급한 사실이 있는지 팩트체크.,전혀 사실 아님
4150,2020년에 OECD 모든 국가가 다 마이너스 성장을 했지만 한국은 그래도 가장 선방해서 이른바 최상위권 성장률을 유지했다는 문재인 대통령의 신년 기자회견 발언.,사실
4151,지난 11일 인터콥선교회 홈페이지에 호소문이 올라왔다. 상주 BTJ 열방센터 방문자들에게 코로나19 진단 검사를 받으라고 지속적으로 촉구했다며 방역에 적극 협조하고 있다는 주장이었다..,대체로 사실 아님
4152,이재명 지사가 1인당 100만원씩 3차 재난지원금 지급 주장했다는 다수 언론의 보도 내용.,대체로 사실 아님
4153,문재인 전 대통령은 북한에서 미사일 쏘는데도 여름 휴가를 간 적이 있다,대체로 사실 아님
4154,전 세계 코인 투자자를 울린 권도형 대표는 국내에서 처벌을 받을 수 있다,대체로 사실 아님
4155,김영란법 풀면 명절 선물 매출 늘어난다.,대체로 사실 아님
4156,2020년에 국민의힘도 월북 수긍했다,대체로 사실 아님
4157,로또 1등 당첨자가 50명이나 나온 것은 조작된 결과이다,대체로 사실 아님
4158,최재성 청와대 정무수석은 1월13일 CBS라디오 김현정의 뉴스쇼 인터뷰와 인터뷰에서 최근 문재인 대통령의 지지율 하락과 관련 역대 대통령들 5년차 지지율이 다 10 초중반대였다면서 현정부에 대한 지지도가 높다는 점을 강조했는데 과거 정부의 지지율을 확인하고자 함..,절반의 사실
4159,아스트라제네카 백신은 2등 백신 혹은 B급인지 판단.,판단 유보
4160,코로나19 사망자 수가 노로바이러스나 말라리아로 인한 사망자 수보다 훨씬 적다 코로나19 확진자가 월등히 많으나 사망자 수를 봤을 때는 메르스나 사스와 거의 비슷한 수준이다 감기 환자가 코로나 확진자로 둔갑된 것이라는 스피카 스튜디오의 그레이트 리셋The Great Reset 영상 속 주장.,전혀 사실 아님
4161,2019년 12월 중국 우한을 시작으로 전 세계에 빠르게 퍼져 나간 코로나19 바이러스. 당시 세계 각국은 바이러스 근원지인 중국으로부터의 입국을 제한하는 조치들을 내놓았다. 중국 국가이민관리국이 지난해 2월 16일 발표한 자료를 보면 코로나 발병 초 중국 입국 제한 조치를 시행한 나라는 총 71개국이다. 구체적으로는 중국인 또는 중국을 방문한 외국인의 입국을 제한한 곳은 17개국 중국인의 비자 발급을 제한한 곳은 9개국 후베이성 출신 중국인 또는 후베이성 방문 외국인의 입국을 제한한 곳은 한국 포함 4개국 중국인에 대한 체온 검사 등 검역 절차를 강화한 곳이 총 41개국이다..,대체로 사실 아님
4162,지난 18일 문재인 대통령의 신년 기자회견이 끝난 뒤 국민의힘은 대통령의 불통을 지적했다. 역대 대통령과 비교해보니 기자회견을 가장 적게 했다는 주장이었다. 구체적인 숫자도 제시했다..,대체로 사실 아님
4163,.최근 월성 원자력발전소 부지 내에서 삼중수소가 누출돼 논란이 일고 있는 가운데 이를 두고 확실히 조사하자는 환경단체 측과 안전하게 관리하고 있다는 원자력 학계 측의 입장이 팽팽하게 맞서고 있다..,전혀 사실 아님
4164,반려동물을 통한 코로나19 감염 가능성.,대체로 사실 아님
4165,61 지방선거 결과를 보면 호남의 국민의힘 지지율이 높아졌다,절반의 사실
4166,집회 및 시위에서의 소음을 제재할 수 있다,전혀 사실 아님
4167,지난 18일 이재용 삼성전자 부회장이 국정농단 파기환송심에서 2년 6개월의 실형을 선고받고 재수감됐다. 이튿날 이재용 구속은 한국만의 독특한 사례라는 기사가 쏟아졌다. 유독 한국의 경영자들이 과도한 형사 책임을 지고 있다는 것이다..,전혀 사실 아님
4168,김학의 전 법무부 차관의 출국금지 과정의 적법성을 놓고 검찰이 수사에 나선 가운데 차규근 법무부 외국인출입국정책 본부장이 최근 두 차례 언론 인터뷰에서 출국금지 사실을 제보한 것은 비밀누설에 해당한다고 주장했다. 법무부가 긴급출국금지를 하는 과정에서 위법성이 있었고 관관련 수사 과정에 외압이 있었다고 폭로한 공익신고자가 국민의힘에 제보한 데 대해 수사기록 유출 범죄에 해당한다고 주장한 것이다. .,판단 유보
4169,보건복지부가 제5차 국민건강증진종합계획을 발표한 가운데 여기에 포함된 담뱃값 인상 추진 계획이 문재인 대통령의 담뱃값 인하 공약과 배친된다는 지적이 제기되고 있다. 이에 문재인 대통령이 담뱃값 인하를 공약한 것이 사실인지 문재인 대통령이 언급한 내용과 이번 담뱃값 인상 추진 계획이 서로 배치되는지 검증해본다..,대체로 사실 아님
4170,원숭이두창 호흡기로도 전파된다,대체로 사실
4171,신분당선 요금 비싼 이유는 민영화 때문이다,전혀 사실 아님
4172,정부가 현재 개방한 공원 부지와 이동 동선은 전혀 위해성이 없다 ,대체로 사실 아님
4173,코로나19 백신 선택권이 한국만 없는 것인지 여부.,대체로 사실 아님
4174,지난 20일 부산 기장경찰서는 기장군의 한 국공립 어린이집에서 아이에 대한 학대의심신고를 접수한 아동 보호자 A씨에게 CCTV 열람을 위한 비용으로 1억 원이 넘는 돈을 내야 한다고 안내했다..,대체로 사실 아님
4175,김종철 전 정의당 대표 성추행 사건 관련 정의당이 시민단체에 의한 제3자 고발 관련해 유감을 나타냈다. 이에 온라인상 갑론을박이 벌어졌다. 한 네티즌은 공당의 대표가 성추행을 한 만큼 공식 처벌을 받도록 해야 한다고 주장했다. 하태경 국민의힘 의원도 SNS에 사안을 공개적인 장으로 가져온 건 정의당과 장 의원이기에 공적 책임이 있다며 자기 당 대표의 성추행 의혹은 고발하지 말라는 건 과거 주장을 뒤집는 행동이라고 지적했다. 제3자의 고발이 친고죄 폐지 취지와 맞는 것인가.,절반의 사실
4176,공백,공백
4177,누리호 발사 성공 항우연 월급은 최하위 수준이다,대체로 사실 아님
4178,전국의 코로나19 자가격리자는 2월 1일 18시 기준으로 총 49946명 자가격리를 한 번이라도 경험한 국민은 130만 945명입니다. 이미 1백만 명을 훌쩍 넘으면서 주변에서도 자가격리를 경험한 사람을 쉽게 찾아볼 수 있는데요 정부에서는 자가격리자들에게 격리를 위한 물품을 지급하도록 지원하고 있습니다. 그런데 이 물품 대신 현금으로 수령할 수 있다는 이야기나 나오고 있어 사실인지 팩트체크했습니다..,절반의 사실
4179,정부가 지난 18일 금강 영산강 보 해체를 발표한 가운데 국민의 힘 윤두현 의원실은 정부가 보 개방이 수질을 악화시켰다는 사실을 알고도 해체한다며 비판했다. 의원실에서 공개한 환경부 금강영산강 보 개방 모니터링 결과 보고서를 참고해 금강과 영산강 보 개방이 실제 수질을 악화시켰는 지에 관해 검증해보았다..,대체로 사실 아님
4180,여야가 동의하면 SI특수정보 공개 가능하다,전혀 사실 아님
4181,조두순에게 지급될 기초연금과 생계급여 주거급여 등의 복지급여 지급을 막을 적법한 방법의 존재 여부.,전혀 사실 아님
4182,위안부는 성노예가 아닌 자발적 매춘부였다..,전혀 사실 아님
4183,공백,공백
4184,사람에게 상해 입힌 개 계속 기를 수 있다,판단 유보
4185,헌재소장 공관 옆 등산로 폐쇄는 법적 근거를 가진다,사실
4186,월성 원전 1호기 조기 폐쇄의 타당성에 대한 감사 과정에서 산업통상자원부 공무원들이 관련 자료를 지운 사실이 드러났다. 삭제된 파일 530개 가운데 17개가 북한 원전 관련 파일이었다..,대체로 사실 아님
4187,은마아파트의 2천300t 생활폐기물 처리 책임 여부.,사실
4188,수행비서를 면직하면서 해고를 1주일 전에 통지한일은 노동법 위반이다..,전혀 사실 아님
4189,윤석열 정부 검찰총장 공석 역대 최장기다,대체로 사실
4190,미혼부는 아이 출생신고 못한다는 주장.출생신고가 되지 않은 그림자 아이들이 사회적 문제가 되고 있어 해결 방안 마련이 시급한 상황이다. 친모가 혼외자인 자녀를 출생신고하는 것을 기피해 출생신고 되지 않은 아이들이 의료보험 혜택 교육 혜택 등을 받지 못하고 있는 문제가 다수 발생되고 있다. 친모가 출생신고를 기피한다면 미혼부는 아이 출생신고 못하는 것인지 확인하고자 한다..,대체로 사실
4191,최근 연이은 폭설로 소셜네트워크서비스SNS에는 눈사람을 만들었다는 인증 사진이 봇물을 이뤘다. 대전의 한 카페 앞에 정교한 모습으로 만들어져 명물이 된 엘사 눈사람이 특히 화제였다. 그러나 겨울왕국의 여왕 엘사 눈사람은 하룻밤 만에 머리가 흔적도 없이 사라졌다. 어렵게 만든 눈사람을 훼손하는 사람은 처벌해야 한다는 의견까지 분분하다. 정말 눈사람을 훼손한 경우 처벌할 수 있을까.,절반의 사실
4192,안철수 서울시장 예비후보가 김명수 대법원장 임명동의안 가결에 결정적 역할을 했는지 검증.나경원 예비후보는 이날 YTN 라디오 황보선의 출발 새아침과의 인터뷰에서 김명수 대법원장 임명동의안이 가결된 것에 결정적 역할을 하신 분이 안철수 예비후보의 옛 국민의당이라며 안철수 예비후보를 저격.오세훈 예비후보도 페이스북을 통해 2017년 김명수 대법원장 탄생에 결정적 역할을 한 것은 단연코 안철수 예비후보라고 주장.,대체로 사실 아님
4193,하태경 국민의힘 의원의 2월 2일 tbs 김어준 뉴스공장 한일 해저터널 김대중노무현 전 대통령이 추진하던 것 발언 같은 날 성일종 국민의힘 비대위원의 MBC 김종배의 시선집중 김대중노무현 대통령 때도 긍정적으로 검토했던 사항 발언.,절반의 사실
4194,공백,공백
4195,층간소음문제 일어나도 외국인 민원접수는 안 된다.,전혀 사실 아님
4196,.,전혀 사실 아님
4197,미나리는 외국어 영화 바스터즈는 영어 분류는 이중잣대라는 온라인상 주장.,사실
4198,건강보험공단 고객센터 직원 직고용 관련 주장.,대체로 사실 아님
4199,뮤지컬 박정희가 취소된 배경을 놓고 잡음이 끊이지 않고 있다..,전혀 사실 아님
4200,적자 기업 쿠팡은 대한민국 금융 규제를 피해 해외로 갔다.,절반의 사실
4201,공동주택의 내 집 흡연은 제재할 수 없다,대체로 사실
4202,정상인은 코로나19 면역세포가 있어 백신을 안맞아도 된다.,전혀 사실 아님
4203,코로나19 백신의 안정성이 검증되지 않아 백신접종 하면 안된다..,전혀 사실 아님
4204,코로나19 여름철 재확산 가능성 커졌다,전혀 사실 아님
4205,.지난 13일 일본 후쿠시마현 앞바다에서 규모 7.3의 강진이 발생한 가운데 이에 앞서 일본 지진 발생을 예고한 글이 있어 뒤늦게 재조명받고 있다. 해당 글은 지난 11일 한 온라인커뮤니티에 올라온 게시물로 일본과 대만에 큰 지진이 있을 수 있다는 내용을 담고 있다..,전혀 사실 아님
4206,태양광 사업을 하면 20년 동안 세금으로 300만원의 고정수익을 받는다는 온라인상 주장.,대체로 사실 아님
4207,119 신고해도 위치추적 안 된다,절반의 사실
4208,경제적 부담 범죄 등의 사회문제 우려 가짜난민 등의 이유로 난민은 들이면 안 된다.,전혀 사실 아님
4209,서울문화재단의 문준용 작가 지원은 특혜다.,대체로 사실 아님
4210,한국의 코로나19 대응을 위한 재정지원 규모가 경제선진국 가운데 최하 수준이다..,절반의 사실
4211,실형확정 재벌회장도 취업제한되면 실업급여를 받는다는 온라인상 주장.,전혀 사실 아님
4212,안철수 국민의당 대표 발언.샌프란시스코에서 일종의 퀴어 축제를 카스트로 스트리트라는 곳에서 한다. 중심에서 조금 떨어져서 샌프란시스코의 남부 쪽에 있다. 샌프란시스코 중심에서 퀴어 축제를 하지 않는다는 말씀을 드리고 싶다..,전혀 사실 아님
4213,후보 단일화TV토론회는 후보당 1회로 제한된다는 선관위 안내.,절반의 사실
4214,중고차 거래 시 매매 상사로부터 받은 자동차 성능점검기록부 믿어도 된다,대체로 사실
4215,정부가 24 공급 대책을 발표하며 83만가구에 달하는 주택 공급 물량을 공언 공급 쇼크 수준이라는 자체평가.,대체로 사실 아님
4216,일본군 위안부 관련 대미 로비 기록.,사실
4217,동해 병기 법안에 관련한 일본의 대미 로비기록.,사실
4218,텍사스 주 1800만원 전기요금 폭탄 한국에서도 벌어질 수 있다..,전혀 사실 아님
4219,문재인 정부 이후 한국의 대미 로비자금은 세계 1위라는 언론보도.,전혀 사실 아님
4220,뉴스 포털마다 네이버 다음 특정한 정파성을 띤다는 주장. 네이버에서는 보수 언론에 보수적인 댓글이 많이 달릴 것 혹은 다음의 진보 성향 언론에 진보 댓글이 많을 것이라는 등의 흔히 알려진 추측을 가설로 세워 이를 확인하기로 했다..,대체로 사실
4221,한국과 일본의 대미 로비 규모.,사실
4222,기사 첫 댓글이 여론 형성 과정에서 영향력을 미친다는 의견.,대체로 사실
4223,금고형 이상 범죄를 저지른 의사의 면허를 취소하는 내용의 의료법 개정안이 다른 직종과 비교해 형평성 위배라는 의사협회의 주장.,전혀 사실 아님
4224,주호영국민의힘 원내대표 어제  아스트라제네카 백신은 면역률도 문제지만 안전성도 많은 의문이 제기됩니다.성일종국민의힘 의원 MBC 라디오 김종배의 시선집중  효과가 60대 중반밖에 안 나온다 그러면 제품의 안전성에 분명히 문제가 있는.,대체로 사실 아님
4225,화상회의에서 누군가 내 얼굴을 동의 없이 녹화하면 처벌받는다..,대체로 사실 아님
4226,문재인 대통령이 코로나19 백신을 먼저 맞을 수 있다고 TV에 나와 얘기했다는 하태경 국민의힘 의원의 tbs라디오 김어준의 뉴스공장 인터뷰 발언의 사실관계..,절반의 사실
4227,2월 12일 쿠팡이 뉴욕 증권 거래소에 상장 신고서를 제출했다는 소식이 전해지자 경제지 등 일부 언론을 중심으로 비판이 쏟아졌다. 한국의 과한 규제가 기업 혁신을 가로막아 쿠팡이 한국을 탈출했다는 게 핵심이다..,대체로 사실 아님
4228,코로나19 백신 접종 권한이 의사에게만 있기 때문에 다른 전문 인력에게 열어줘야 한다는 주장에 대해 검증해보고자 함..,사실
4229,최근 수사청 신설을 둘러싸고 청와대와 여당이 갈등을 겪는 가운데 추미애 전 법무부 장관이 수사권과 기소권 분리를 주장하며 내놓은 발언들의 사실관계를 확인해 봤다..,전혀 사실 아님
4230,윤석열 총장이 수사기소 분리에 찬성했다는 조국 전 법무부 장관의 주장.,절반의 사실
4231,택배 박스 테이프는 비닐류로 배출해도 된다,대체로 사실 아님
4232,화이자 사장도 코로나 백신 안 맞는다는 파이낸스투데이 보도의 주장.,대체로 사실 아님
4233,31운동 참여 안 하면 주최측이 방화살인했다는 윤서인 만화가의 페이스북 발언.,전혀 사실 아님
4234,3.1운동 참여자들이 주최측의 협박에 이끌려나왔다..,전혀 사실 아님
4235,미국에서 코로나 백신 부작용으로 사망한 사례가 1천 건에 달한다는 파이낸스투데이 보도의 주장.,전혀 사실 아님
4236,백신이 모자라니 양을 늘리려고 식염수를 탔다.,전혀 사실 아님
4237,홍익표 민주당 정책위의장의 한국의 재정상황은 상대적으로 양호하다. 재정 역할 확대 여지가 있다.라는 발언.,대체로 사실
4238,공백,공백
4239,2월 중순 텍사스주에 이상한파와 눈폭풍이 몰아치자 풍력 태양광 발전 등 녹색 재생 에너지 의존 비율이 높은 것에 책임을 돌리면서 그린 뉴딜을 비판한 텍사스주 주지사 하원의원 등 공직자들의 발언.,대체로 사실 아님
4240,공백,공백
4241,층간소음을 처벌할 수 있는 법이 없다는 청와대 국민청원.,대체로 사실
4242,신도시 땅투기 의혹 LH직원 형사처벌 받을 수 있다에 대한 언론사 자체 문제제기.,사실
4243,문 대통령은 다른나라 통들과 달리 1호 코로나19 백신 접종 참관만 했다는 온라인상 주장.,전혀 사실 아님
4244,유충이 발견된 수돗물 끓여 마시면 문제 없다,대체로 사실
4245,공백,공백
4246,공공기관 적정 실내온도 28인데 윤석열 대통령은 21에서 회의했다,전혀 사실 아님
4247,1인당 전기사용량 역대 최고 세계 3위다,판단 유보
4248,코로나 백신 맞으면 마스크 안 써도 된다에 대해 온라인 커뮤니티에서 제기된 의문.,전혀 사실 아님
4249,코로나19로 인해 우리나라 사망률이 급증했다..,대체로 사실 아님
4250,임태훈 군인권센터 소장의 우리 사회에는 아직도 이런 극단적 선택하는 성소수자에 대한 검찰 경찰 통계청의 통계가 없다라는 발언.,사실
4251,공백,공백
4252,백신 최대한 활용하는 K주사기는 박근혜 정부 지원사업이었다는 일부 언론의 보도.,전혀 사실 아님
4253,사람 문 반려동물 안락사 가능하다,전혀 사실 아님
4254,대세로 자리 잡은 1인 가구 행복도 낮다,대체로 사실
4255,온라인 커뮤니티의 도서정가제로 인해 대학 도서관도 손해를 보게 된다는 주장.,전혀 사실 아님
4256,전라도 지역에만 화이자를 유통하는 혜택을 줬다. 전라도에서 첫 화이자 접종자가 나왔고 전라도만 화이자 접종률이 유독 높다라는 주장.,전혀 사실 아님
4257,오스트리아에서 아스트라제네카 코로나19 백신 접종을 금지했다는 온라인 소셜미디어 일부 언론 보도의 주장.,전혀 사실 아님
4258,A씨는 지난 5일 유튜브 예능 프로그램 네고왕 채널 댓글에서 지난해 11월 동아제약 신입사원 면접 당시 인사팀장에게 여자라서 군대를 가지 않았으니 남자보다 월급을 적게 받는 것에 대해 동의하냐 군대 갈 생각이 있느냐는 질문을 받았다고 폭로했다. 논란 직후 한 법률 관련 블로그에는 지난 9일 유명 제약회사의 성차별 면접 고용평등법 위반일까란 제목을 통해 면접 과정에서 성차별적인 질문을 하는 경우 실제 처벌하기 쉽지 않다는 의견을 내놨다..채용 과정에서 남녀를 차별하는 건 국내서도 법으로 금지돼 있다. 그런데도 피해자가 동아제약을 상대로 법적인 조치를 취했을 때 실제로 처벌을 할 수 없는 걸까..,사실
4259,자영업자가 고객 개인정보를 악용해도 과징금을 면제해준다,대체로 사실 아님
4260,,전혀 사실 아님
4261,청와대 국민청원 게시판에 올라온 청원글의 본인이 선택해서 접종한 백신에서 이상반응이 나타났을 때 국가로부터 아무런 보상을 받을 수 없다 코로나 백신 부작용 보상받으려면 인과관계를 증명하는 진단서가 필수적이다라는 주장.,전혀 사실 아님
4262,코로나19 백신 부작용이 많다는 목수정 작가 페이스북 게시글 및 언론기고.,전혀 사실 아님
4263,소셜 카지노 게임도 국내 서비스가 가능할지에 대한 여부.,대체로 사실
4264,미국 검찰이 직접 수사를 하는지 여부.,대체로 사실
4265,영업제한업종 소상공인은 2019년 대비 2020년 총매출이 감소해야 4차 재난지원금을 받을 수 있다.는 청와대 국민청원의 주장.,대체로 사실
4266,백신 맞으면 뇌 조종 당한다.,전혀 사실 아님
4267,아스트라제네카 백신이 부작용이 커 유럽에서 사용을 기피한다는 지난 3월 2일 김종인 국민의힘 비상대책위원장의 발언.,대체로 사실 아님
4268,국내에서 2월 26일부터 코로나19 백신 접종이 시작된 가운데 일부에서 백신에 대한 불신을 조장하는 가짜뉴스가 나돌고 있다. 유튜브나 인터넷 블로그 SNS 상에 떠도는 가짜뉴스 중 하나가 백신을 맞으면 치매와 불임 등을 유발할 수 있다는 것이다. 이 주장의 진위를 팩트체크한다..,대체로 사실 아님
4269,졸업앨범을 거래하면 처벌받는다.,대체로 사실 아님
4270, .미국 청년청소년 성소수자들의 자살률이 이성애자보다 5배 높다는 국회입법조사처 보고서 내용.,대체로 사실 아님
4271,중문판 위키피디아인터넷 백과사전에 세종대왕김연아를 조선족중국 내 소수민족 출신으로 소개하고 있다는 언론보도.,대체로 사실 아님
4272, .임태훈 군인권센터 소장의 바이든 정부는 성소수자들의 자살 억제정책을 펴겠다는 것을 천명했다라는 발언.,사실
4273,휴대용 목 선풍기에서 암을 일으킬 수 있는 전자파가 나온다,대체로 사실 아님
4274,문재인 대통령은 지난 12일 페이스북을 통해 자신을 둘러싼 농지전용 특혜 의혹을 비판하며 대통령은 살기만 할 뿐 처분할 수도 없는 땅이라고 말했다..,대체로 사실 아님
4275,주호영 국민의힘 원내대표는 문재인 대통령의 농지전용 특혜 의혹과 관련해 페이스북에서 대통령 가족이 지금 진행하고 있는 농지 구입 용도 변경 모두 다 불법이라고 주장했다. 또 일부 보수성향 시민단체들은 문 대통령이 지난해 지산리 부지를 매입하기 위해 영농경력을 11년으로 허위 작성했다고 역설한다. 이들의 주장을 팩트체크해봤다..,전혀 사실 아님
4276,국민의힘의 문재인 대통령 농지의 대지 전환은 특혜이자 싼 농지를 사서 비싼 대지로 바꾸는 투기 행위라는 주장. 윤희석 국민의힘 대변인은 논평에서 일반 국민에겐 어렵기만 한 형질 변경 아닌가라고 발언함..,대체로 사실 아님
4277,공백,공백
4278,오세훈 국민의힘 서울시장 후보의 3월17일 CBS라디오 김현정의 뉴스쇼 인터뷰 중 후보 단일화 여론조사 문구 관련 발언.,절반의 사실
4279, .지난 3월 18일 국회 국토교통위원회 전체회의에서 부동산 투기 처벌 강화 법안이 줄줄이 통과됐다. 50억 원 이상 투기 수익을 얻은 경우 최대 무기징역까지 내릴 수 있는 법 조항도 있었다. 그러나 LH 직원들의 투기 수익을 환수하는 소급 조항은 빠졌다. 새로운 법으로 입법 이전의 행위를 처벌할 수 없다는 헌법의 불소급 원칙 때문이다. LH 투기 의혹이 촉발한 입법 러시Rush가 정작 LH 투기 의혹을 단죄하지 못하는 상황이다. 들끓는 여론에 여당은 LH 5법 이해충돌방지법공공주택특별법한국토지주택공사법공직자윤리법부동산거래법과 별도로 소급 입법을 추진하고 있다. 과연 위헌 논란을 뛰어 넘어 소급 처벌이 가능한 걸까.,절반의 사실
